"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","팩스번호","웹사이트","운영시간","운영요일","휴무일","교통정보","태그","장애인편의시설"
"4037","ko","명동성당","https://korean.visitseoul.net/attractions/명동성당/KOP004036?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004036","100-809 서울 중구 명동2가 1-1 ","04537 서울 중구 명동길 74 (명동성당) ","02-774-1784","","http://www.mdsd.or.kr","화~토 09:00~19:00 일 07:00~21:00","","월요일","지하철 4호선 명동역 8번 출구, 590m 지하철 2호선 을지로입구역 5번 출구, 616m 지하철 2호선 을지로3가역 12번 출구, 561m"," 명동주교좌성당, 종교,명동,가톨릭, 명동성당, 천주교,역사, 고딕,명동대성당, 성당","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터"
"5228","ko","명동함흥면옥","https://korean.visitseoul.net/attractions/명동함흥면옥/KOP005228?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005228","100-809 서울 중구 명동2가 26-1 ","04537 서울 중구 명동10길 35-19 (명동2가) ","02-776-8430","","","11:00 ~ 20:00","월요일~토요일 ","일요일, 명절 휴무","지하철 4호선 명동역 5번 출구,   337m ","명동맛집,명동,냉면, 냉면맛집,회냉면,비빔냉면,함흥면옥, 함흥냉면,명동냉면집,냉면음식점",""
"43435","ko","모퉁이집","https://korean.visitseoul.net/attractions/2023004/KOPou99aq?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPou99aq"," 서울 강남구 역삼동 818 ","06129 서울 강남구 테헤란로1길 20 (역삼동) ","02-562-5948","","","10:00~23:00","없음","매일","지하철 신분당선/2호선  강남역  11번 출구,  168m","해장,강남역,수제비,라면,분식,오래가게,신논현역",""
"50869","ko","목노집","https://korean.visitseoul.net/attractions/Moknojip/KOPe16xkx?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPe16xkx"," 서울 은평구 대조동 197-2 ","03385 서울 은평구 연서로28길 10 (대조동) ","02-355-1652","","","15:00~24:00","매일","","지하철 3/6호선?GTX-A 연신내역 4번 출구, 95m","오래가게,보쌈,돼지보쌈,연신내,은평,목로주점",""
"48986","ko","경복궁 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage1/KOP5ffjaz?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP5ffjaz"," 서울 종로구 세종로 1-1 ","03045 서울 종로구 사직로 161 (세종로, 경복궁) ","","","","","","","","경복궁 물품보관소",""
"49183","ko","국립고궁박물관 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage3/KOP7t9o7j?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP7t9o7j"," 서울 종로구 세종로 1-57 ","03045 서울 종로구 효자로 12 (세종로, 국립고궁박물관) ","","","","","","","","국립고궁박물관 물품보관소",""
"28052","ko","글벗서점","https://korean.visitseoul.net/attractions/글벗서점/KOP028052?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028052"," 서울 마포구 성산동 150-7 ","03941 서울 마포구 월드컵북로 210 (성산동) ","02-333-1382","","","12:00~22:00","매일","없음","지하철 2호선/공항철도/경의중앙선 홍대입구역 6번 출구,  312m","헌책,헌책방,책방,경의선책거리,신촌,오래가게,연세대,서점",""
"36843","ko","금선사","https://korean.visitseoul.net/attractions/금선사/KOP036843?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP036843"," 서울 종로구 구기동 196-2 ","03000 서울 종로구 비봉길 137 (구기동, 금선사) ","02-395-9911","","http://www.geumsunsa.org/","","","","지하철 3호선 경복궁역 3번 출구, 1.1km ","템플스테이,서울절,인왕산,구기동,금선사",""
"2049","ko","덕수궁","https://korean.visitseoul.net/attractions/Seoul-K-Medi-Center/KOP002046?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002046","100-120 서울 중구 정동 5-1","04519 서울 중구 세종대로 99 ","02-771-9951","","https://royal.khs.go.kr/ROYAL/contents/menuInfo-gbg.do?grpCode=dsg ","09:00 ~ 20:00 (매표 및 입장시간) 21:00 (퇴장시간)","화요일~일요일 ","월요일","지하철 1/2호선 시청역 1번 출구,  72m ","덕수궁투어,한국전통,덕수궁,서울나들이,궁궐투어,한국여행지,서울필수여행지,정동길,서울야경,덕수궁야간,한국역사,서울걷기좋은길,궁,고종의길,정동돌담길,한국궁,서울여행","장애인화장실,장애인 전용 주차장,장애인 안내(휠체어 대여 및 기타)"
"1809","ko","목인박물관","https://korean.visitseoul.net/attractions/목인박물관/KOP001809?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001809","110-170 서울 종로구 부암동  338-42","03022 서울 종로구 창의문로5길 46-1 ","02-722-5055","","http://www.mokinmuseum.com","하절기 10:30~19:00(입장마감 18:00) 동절기 10:30~18:00(입장마감 17:00)","화~일","월요일 설, 추석 연휴","지하철 3호선 경복궁역 3번 출구,  7212,7022,1020버스 환승,  부암동주민센터 하차,  584m"," 박물관, 인사동,쌈지길, 갤러리,옥상정원, 광화문, 관광지, 종각역,목인박물관, 목인갤러리,안국역,문화",""
"450","ko","문화역서울 284","https://korean.visitseoul.net/attractions/문화역서울284/KOP000450?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000450","100-162 서울 중구 봉래동2가 122-28 ","04509 서울 중구 통일로 1 (서울역 본옥) ","02-3407-3500","","http://www.seoul284.org ","","자세한 운영 일정은 홈페이지를 참고하시기 바랍니다.","","지하철 1/4호선/공항철도/경의중앙선/GTX-A 서울역 1번 출구,  76m","전시,유적지, 기차역, 광화문, 미술관,문화역서울, 서울역전시회, 서울역, 284, 구서울역,역사,문화역서울284","장애인화장실,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
"43613","ko","미림분식","https://korean.visitseoul.net/attractions/2023013/KOPtdvr6c?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPtdvr6c"," 서울 관악구 신림동 298-3 ","08846 서울 관악구 호암로 553 ","02-888-8567","","","11:30~20:00","매일","없음","지하철 신림선 서울대벤처타운역 2번 출구,  608m"," 신림,즉석떡볶이,오래가게, 군만두,분식, 미림여고, 가성비",""
"46883","ko","남도한식정든님고운님","https://korean.visitseoul.net/attractions/NamdoHansikJeongdeunnim/Gounnim/KOPn3d13h?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPn3d13h"," 서울 중구 북창동 79 ","04526 서울 중구 세종대로14길 22-5 (북창동) ","0507-1307-0145","","","월-금 11:30~21:50 토 11:30~21:00 (14:45~17:00 브레이크타임)","","일","지하철 1/2호선 시청역 7번 출구,  274m"," 한식당,오래가게,  보리굴비,한상차림, 시청역",""
"276","ko","남산골 한옥마을","https://korean.visitseoul.net/attractions/남산골-한옥마을/KOP000276?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000276","100-272 서울 중구 필동2가 84-1 ","04626 서울 중구 퇴계로34길 28 (남산골한옥마을) ","02-6358-5533","","https://www.hanokmaeul.co.kr/","하절기(4월~10월) 09:00 - 21:00 동절기(11월~3월) 09:00 - 20:00   -전통정원 개방시간 24시간 개방","화요일 ~ 일요일","월요일","지하철 3/4호선 충무로역 4번 출구,  307m","서울핫플레이스,서울사진명소,서울남산,남산공원,서울데이트코스,남산골한옥마을,서울여행,남산둘레길,서울아이와나들이,서울전통명소,국내한옥마을추천","장애인화장실,접근가능,장애인 안내(휠체어 대여 및 기타)"
"27215","ko","동대문 관광안내소","https://korean.visitseoul.net/attractions/동대문-관광안내소/KOP027215?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027215","100-729 서울 중구 을지로6가 18-21 ","04564 서울 중구 장충단로 247 (굿모닝시티쇼핑몰) ","+82-2-2236-9135","","http://www.sta.or.kr","10:00 ~ 01:00","","설, 추석 당일 휴무","지하철 2/4/5호선 동대문역사문화공원역 14번 출구,  32m  지하철 1/4호선 동대문역 8번 출구,  466m","여행,동대문,관광,관광안내소,안내소,동대문-관광안내소",""
"49319","ko","동대입구역","https://korean.visitseoul.net/attractions/LuggageStorage17/KOPw9vnct?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPw9vnct"," 서울 중구 장충동2가 199-3 ","04617 서울 중구 동호로 지하 256 (장충동2가, 동대입구역 3호선) ","","","","","","","","동대입구역",""
"42350","ko","박노수미술관","https://korean.visitseoul.net/attractions/박노수미술관/KOP042350?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP042350"," 서울 종로구 옥인동 168-2 ","03034 서울 종로구 옥인1길 34 (옥인동, 박노수 가옥) ","02-2148-4171","","https://www.jfac.or.kr/site/main/content/parkns01","화요일 ~ 일요일 10:00 ~ 18:00","","매주 월요일, 1월 1일, 설날, 추석 당일","지하철 3호선 경복궁역 2번 출구,  850m","박노수미술관",""
"46885","ko","박선영전통한복연구실","https://korean.visitseoul.net/attractions/ParkSeon-yeongTraditionalHanbokResearch/KOPtw1dyr?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPtw1dyr"," 서울 종로구 이화동 98-4 ","03100 서울 종로구 율곡로 227 (이화동) "," 02-742-1345","","","탄력운영 11:00~17:00","","","지하철 4호선 혜회역 2번 출구,  714m","장인,혜화,한복,무형문화제,오래가게",""
"26954","ko","박인당","https://korean.visitseoul.net/attractions/박인당/KOP026954?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026954"," 서울 종로구 종로2가 71-4 ","03190 서울 종로구 종로 88 (종로2가, 경영빌딩) 302호","02-733-3429","","http://www.parkindang.co.kr/","고정 운영시간 없음 (전화 문의)","매일","없음","지하철 1호선 종각역 4번 출구,  290m"," 종각역,오래가게, 맞춤도장, 수제도장,도장, 서울미래유산",""
"16325","ko","반포대교 야경","https://korean.visitseoul.net/attractions/반포대교-야경/KOP016325?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP016325"," 서울 서초구 반포동 649-1 반포대교 북단교차로","06500 서울 서초구 올림픽대로 2085-14 ","02-3780-0578","","https://hangang.seoul.go.kr/www/bbsPost/30/list.do#list/1","","","","지하철 3/7/9 고속터미널역 8-1번 출구,  850m","산책,공원,서울여행,서울야경명소,반포한강공원,서울풍경,반포야경,서울,한강데이트,걷기,무지개분수,서울의밤,야경,반포대교,데이트코스,반포대교달빛무지개분수,반포대교옆한강공원",""
"2545","ko","방이동 백제고분군","https://korean.visitseoul.net/attractions/방이동-백제고분군/KOP002544?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002544","138-050 서울 송파구 방이동 산47-4","05644 서울특별시 송파구 오금로 219 (방이동) ","02-2147-2800","","","09:00 ~ 20:00","","연중무휴","지하철 5호선 방이역 3번 출구, 600m 지하철 9호선 송파나루역 3번출구, 613m","방이역,방이동고분,삼국시대고분군, 백제, 백제고분, 방이동백제고분군, 서울유적지, 역사, 고분군, 문화유적, 유적지, 산책",""
"6433","ko","배재학당역사박물관","https://korean.visitseoul.net/attractions/배재학당역사박물관/KOP006430?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006430"," 서울특별시 중구 정동 34-5 배재정동빌딩 동관","04516 서울특별시 중구 서소문로11길 19, 배재정동빌딩 동관 (정동) ","02-319-5578","","https://appenzeller.pcu.ac.kr/appenzeller","10:00~17:00","화요일~토요일 ","-일요일, 월요일 -공휴일","지하철 1/2호선 시청역 10번 출구,  240m","박물관,배재학당,시청역,배재학당역사박물관, 역사, 전시,학교",""
"28656","ko","백범광장공원","https://korean.visitseoul.net/attractions/백범광장공원/KOP028656?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028656","100-873 서울 중구 회현동1가 100-5 ","04633 서울 중구 퇴계로8길 49-4 ","02-3783-5900","","","","","","지하철 4호선 회현역 4번 출구,  512m  지하철 1/4호선/경의중앙선/공항철도 서울역 10번 출구,  679m","회현역,문화유산,명동, 남산공원, 백범광장공원,김구, 독립운동가",""
"45519","ko","백양세탁","https://korean.visitseoul.net/attractions/Baekyang-2024/KOP8onuvv?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP8onuvv"," 서울 종로구 계동 140-24 ","03057 서울 종로구 계동길 54 (계동) ","02-762-1261","","","","","","지하철 3호선 안국역 3번 출구,  332m","백양세탁소,종로",""
"21128","ko","백인제가옥","https://korean.visitseoul.net/attractions/백인제가옥/KOP021128?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP021128","110-260 서울 종로구 가회동 93-1 ","03055 서울 종로구 북촌로7길 16 (가회동) ","02-724-0232, 0200","","https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220094425372104","09:00~18:00 (입장마감 17:30) ※ 자유관람시 외부 관람만 가능 ","화요일~일요일 ","월요일(월요일이 공휴일인 경우 개관), 1월 1일","지하철 3호선 안국역 2번 출구,  464m"," 문화유산,한옥, 북촌,별당채,안국역, 민속문화재,광화문, 일제강점기,백인제가옥",""
"26558","ko","별마당 도서관","https://korean.visitseoul.net/attractions/별마당-도서관/KOP026558?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026558","135-731 서울 강남구 삼성동 159 ","06164 서울 강남구 영동대로 513 (삼성동, 코엑스) ","02-6002-3031","","https://www.starfield.co.kr/coexmall/entertainment/library.do","10:30~22:00","월~일","연중무휴","지하철 2호선 삼성역 5번 출구,  319m 지하철 9호선 봉은사역 7번 출구,  328m"," 문화,삼성동,코엑스, 강남,도서관,북콘서트,별마당도서관,별마당,독서",""
"1904","ko","보신각(상설타종행사)","https://korean.visitseoul.net/attractions/보신각상설타종행사/KOP001904?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001904","110-111 서울 종로구 관철동 45-3 ","03189 서울 종로구 종로 54 (관철동, 보신각) ","02-2133-2641","","https://culture.seoul.go.kr/culture/main/contents.do?menuNo=200147","보신각 타종의식 11:00 - 12:30 * 타종 체험은 사전예약 필수","화~일","-월 -3.1절, 8?15광복절, 제야의 종 등 기념일타종행사  -혹한기, 혹서기  ","지하철 1호선 종각역 4번 출구,  63m ","종각역가볼만한곳,서울역사적인곳,서울새해여행,서울보신각종,서울여행, 타종행사,제야의종,보신각,서울가볼만한곳,새해,종각역,종로,광화문",""
